Day,RunN,BurrHole,ChannelSelection,ClusterID,ChanIdxStart,ChanIdxEnd,DepthMM_start,DepthMM_end,Length,NChan,PctResponsive,PctDirectional,PctComplex,DominantPrefDir_deg,PrefDirConcentration_0to1,MeanTuningStrength,PlannedStructures_superficialToDeep,AssignedArea,Confidence,Notes,L6,L5,L4,L3,L2,L1
20260324,3,2,Ch2H2@53mm,11,381,384,26.56,26.64,0.0800000000000019,4,75,0,0,NaN,NaN,0.173381463055427,"S1 BA1/2 or PE BA5 -> VIP -> Inferior/Anterior pulvinar (Medial pulvinar, Suprageniculate, MGN)",PE [BA5],,,PE [BA5],,,,,
20260325,3,1,Ch2H1@53,1,1,80,0.02,3.58,3.56,80,98.75,31.25,12.5,104.869663626054,0.934498640309926,0.206448767341791,"S1 BA1/2, PCC BA23 -> SC",SC or mesencephalic reticular formation (deepest channels),,,SC or mesencephalic reticular formation (deepest channels),,,,,
20260325,3,1,Ch2H1@53,2,81,120,3.6,6.4,2.8,40,82.5,17.5,7.5,83.9579878185248,0.926244390966053,0.199371736263719,"S1 BA1/2, PCC BA23 -> SC",SC,,,SC,,,,,
20260325,3,1,Ch2H1@53,3,121,180,6.48,8.92,2.44,60,100,51.6666666666667,18.3333333333333,99.468429785136,0.838737292345045,0.250615792350676,"S1 BA1/2, PCC BA23 -> SC",SC,,,SC,,,,,
20260325,3,1,Ch2H1@53,4,181,220,8.92,10.2,1.28,40,100,35,7.5,4.02502852094697,0.321973683450022,0.157985368379241,"S1 BA1/2, PCC BA23 -> SC",WhiteMatter?,,,WhiteMatter?,,,,,
20260325,3,1,Ch2H1@53,5,221,240,10.22,11.58,1.36,20,95,15,0,114.437491636467,0.999724044488713,0.220139502474916,"S1 BA1/2, PCC BA23 -> SC",WhiteMatter?,,,WhiteMatter?,,,,,
20260325,3,1,Ch2H1@53,6,241,300,11.6,16.76,5.16,60,76.6666666666667,6.66666666666667,6.66666666666667,110.818164944828,0.948411247179607,0.199655917812441,"S1 BA1/2, PCC BA23 -> SC",WhiteMatter?,,,WhiteMatter?,,,,,
20260325,3,1,Ch2H1@53,7,301,320,16.94,18.82,1.88,20,95,10,40,92.5156895551469,0.997964741781379,0.26668685082504,"S1 BA1/2, PCC BA23 -> SC",WhiteMatter? Or PCC [BA23C],,,WhiteMatter? Or PCC [BA23C],,,,,
20260325,3,1,Ch2H1@53,8,321,340,18.88,21.86,2.98,20,75,10,5,328.340240125012,0.456240168102471,0.191225287534274,"S1 BA1/2, PCC BA23 -> SC",PCC [BA23C],,,PCC [BA23C],,,,,
20260325,3,1,Ch2H1@53,9,341,360,21.9,22.94,1.04,20,90,20,20,85.8474628209313,0.972918589446823,0.236111999268375,"S1 BA1/2, PCC BA23 -> SC",PCC [BA23C],,,PCC [BA23C],,,,,
20260325,3,1,Ch2H1@53,10,361,384,23.02,24.4,1.38,24,41.6666666666667,0,8.33333333333333,NaN,NaN,0.0979803355058897,"S1 BA1/2, PCC BA23 -> SC",S1 [BA1-2],,,S1 [BA1-2],,,,,
20260326,3,2,4bankeven,1,1,20,0,0.76,0.76,20,30,5,0,205.733513694876,1,0.0895656606999601,"S1 BA1/2 or PE BA5 -> VIP -> Inferior/Anterior pulvinar (Medial pulvinar, Suprageniculate, MGN)",Medial Geniculate,,,Medial Geniculate,,,,,
20260326,3,2,4bankeven,2,21,140,0.8,5.56,4.76,120,40,2.5,0,257.248538295184,0.873185492180241,0.157834053579518,"S1 BA1/2 or PE BA5 -> VIP -> Inferior/Anterior pulvinar (Medial pulvinar, Suprageniculate, MGN)",Medial Geniculate (deep) and Anterior Pulvinar (high channels),,,Medial Geniculate (deep) and Anterior Pulvinar (high channels),,,,,
20260326,3,2,4bankeven,3,141,160,5.6,6.36,0.760000000000001,20,10,0,0,NaN,NaN,0.027426939444563,"S1 BA1/2 or PE BA5 -> VIP -> Inferior/Anterior pulvinar (Medial pulvinar, Suprageniculate, MGN)",Lateral Pulvinar,,,Lateral Pulvinar,,,,,
20260326,3,2,4bankeven,4,161,200,6.4,7.98,1.58,40,32.5,0,2.5,NaN,NaN,0.0919167658647642,"S1 BA1/2 or PE BA5 -> VIP -> Inferior/Anterior pulvinar (Medial pulvinar, Suprageniculate, MGN)",Lateral Pulvinar,,,Lateral Pulvinar,,,,,
20260326,3,2,4bankeven,5,201,220,8.02,8.78,0.76,20,15,0,0,NaN,NaN,0.100314471238845,"S1 BA1/2 or PE BA5 -> VIP -> Inferior/Anterior pulvinar (Medial pulvinar, Suprageniculate, MGN)",Lateral Pulvinar,,,Lateral Pulvinar,,,,,
20260326,3,2,4bankeven,6,221,300,8.82,11.98,3.16,80,28.75,3.75,1.25,197.661047564221,0.939303500303055,0.126226137710299,"S1 BA1/2 or PE BA5 -> VIP -> Inferior/Anterior pulvinar (Medial pulvinar, Suprageniculate, MGN)",Ventricle or Caudate (tail),,,Ventricle or Caudate (tail),,,,,
20260326,3,2,4bankeven,7,301,320,12.02,12.78,0.76,20,55,0,0,NaN,NaN,0.138790416448355,"S1 BA1/2 or PE BA5 -> VIP -> Inferior/Anterior pulvinar (Medial pulvinar, Suprageniculate, MGN)",WhiteMatter?,,,WhiteMatter?,,,,,
20260326,3,2,4bankeven,8,321,380,12.82,15.18,2.36,60,83.3333333333333,1.66666666666667,0,222.473112234676,1,0.183839927224634,"S1 BA1/2 or PE BA5 -> VIP -> Inferior/Anterior pulvinar (Medial pulvinar, Suprageniculate, MGN)",WhiteMatter? Or VIP,,,WhiteMatter? Or VIP,,,,,
20260326,3,2,4bankeven,9,381,384,15.22,15.34,0.119999999999999,4,0,0,0,NaN,NaN,0,"S1 BA1/2 or PE BA5 -> VIP -> Inferior/Anterior pulvinar (Medial pulvinar, Suprageniculate, MGN)",VIP ,,,VIP ,,,,,
